n,r,m
"(:Exo {exoId: 8, exoDescription: De Paexo Soft Back is een passief exosuit dat de onderrug ontlast bij het staan en het dragen van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Soft Back, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 8, exoDescription: De Paexo Soft Back is een passief exosuit dat de onderrug ontlast bij het staan en het dragen van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Soft Back, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 8, exoDescription: De Paexo Soft Back is een passief exosuit dat de onderrug ontlast bij het staan en het dragen van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Soft Back, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 8, exoDescription: De Paexo Soft Back is een passief exosuit dat de onderrug ontlast bij het staan en het dragen van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Soft Back, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: staan, structureKinematicNameId: 201, structureKinematicNameNameEn: standing, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 8, exoDescription: De Paexo Soft Back is een passief exosuit dat de onderrug ontlast bij het staan en het dragen van lichtere lasten zoals bv. bij langdurig staand assemblagewerk, orderpicking, het hanteren van lichtere lasten en pakketbezorging., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Soft Back, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 9, exoDescription: De Paexo Thumb is een passief exoskelet dat de duim ontlast bij het vastklikken, inpluggen en indrukken van items tijdens de montagewerken., exoMaterial: harde materialen, exoOneTwoSided: eenzijdig, exoActivePassive: passief, exoName: Paexo Thumb, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 113, aimIsSelectable: x, aimNameEn: finger push eg thumb, index, aimName: vingerduw bv. duim, wijsvinger})"
"(:Exo {exoId: 9, exoDescription: De Paexo Thumb is een passief exoskelet dat de duim ontlast bij het vastklikken, inpluggen en indrukken van items tijdens de montagewerken., exoMaterial: harde materialen, exoOneTwoSided: eenzijdig, exoActivePassive: passief, exoName: Paexo Thumb, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 10, exoDescription: De SuitX LegX is een passief exoskelet dat de knieën ontlast tijdens het herhaaldelijk of langdurig door de benen buigen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SuitX LegX, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: knielen, hurken (statisch), structureKinematicNameId: 203, structureKinematicNameNameEn: kneeling / crouching static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 10, exoDescription: De SuitX LegX is een passief exoskelet dat de knieën ontlast tijdens het herhaaldelijk of langdurig door de benen buigen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SuitX LegX, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: knielen, hurken (repetitief), structureKinematicNameId: 204, structureKinematicNameNameEn: kneeling / crouching repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 11, exoDescription: De Moon is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Moon, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 11, exoDescription: De Moon is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Moon, exoManufacturer: HMT})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 12, exoDescription: De Plum is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Plum, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau statisch, structureKinematicNameId: 401, structureKinematicNameNameEn: elbow at or above shoulder level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 12, exoDescription: De Plum is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Plum, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau repetitief, structureKinematicNameId: 402, structureKinematicNameNameEn: elbow at or above shoulder level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 12, exoDescription: De Plum is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Plum, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 12, exoDescription: De Plum is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Plum, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau repetitief, structureKinematicNameId: 404, structureKinematicNameNameEn: hands above head level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 13, exoDescription: De Light is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Light, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau statisch, structureKinematicNameId: 401, structureKinematicNameNameEn: elbow at or above shoulder level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 13, exoDescription: De Light is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Light, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau repetitief, structureKinematicNameId: 402, structureKinematicNameNameEn: elbow at or above shoulder level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 13, exoDescription: De Light is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Light, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 13, exoDescription: De Light is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Light, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau repetitief, structureKinematicNameId: 404, structureKinematicNameNameEn: hands above head level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 13, exoDescription: De Light is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Light, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: statische acties bovenste lidmaat, structureKinematicNameId: 406, structureKinematicNameNameEn: upper limb static actions, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 13, exoDescription: De Light is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Light, exoManufacturer: HMT})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: dynamische acties bovenste lidmaat, structureKinematicNameId: 407, structureKinematicNameNameEn: upper limb dynamic actions, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau statisch, structureKinematicNameId: 401, structureKinematicNameNameEn: elbow at or above shoulder level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau repetitief, structureKinematicNameId: 402, structureKinematicNameNameEn: elbow at or above shoulder level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau repetitief, structureKinematicNameId: 404, structureKinematicNameNameEn: hands above head level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: statische acties bovenste lidmaat, structureKinematicNameId: 406, structureKinematicNameNameEn: upper limb static actions, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: dynamische acties bovenste lidmaat, structureKinematicNameId: 407, structureKinematicNameNameEn: upper limb dynamic actions, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_PROPERTY {exoPropertyValue: nee}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: stofbestendig})
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: waterbestendig})
"(:Exo {exoId: 14, exoDescription: De Hapo MS is een passief exoskelet dat de schouders en ellebogen ontlast bij repetitieve armbewegingen en bij houdingen waarbij men de armen langdurig voor zich uit moet houden., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo MS, exoManufacturer: Ergosanté})",[:HAS_PROPERTY {exoPropertyValue: +}],(:ExoProperty {exoPropertyName: ondersteuningsgraad})
"(:Exo {exoId: 15, exoDescription: De Hapo Posture Harness is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo Posture Harness, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: rechtop, structureKinematicNameId: 301, structureKinematicNameNameEn: upright, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 15, exoDescription: De Hapo Posture Harness is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo Posture Harness, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 15, exoDescription: De Hapo Posture Harness is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo Posture Harness, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 15, exoDescription: De Hapo Posture Harness is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo Posture Harness, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 15, exoDescription: De Hapo Posture Harness is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Hapo Posture Harness, exoManufacturer: Ergosanté})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 16, exoDescription: De Ironhand is een actief exosuit die de hand en onderarm ontlast door het gripversterkende effect van de handschoen., exoMaterial: zachte materialen, exoOneTwoSided: eenzijdig, exoActivePassive: actief, exoName: Ironhand, exoManufacturer: Bioservo Technologies})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 109, aimIsSelectable: x, aimNameEn: power grip eg pliers, aimName: krachtgreep bv. tang})"
"(:Exo {exoId: 16, exoDescription: De Ironhand is een actief exosuit die de hand en onderarm ontlast door het gripversterkende effect van de handschoen., exoMaterial: zachte materialen, exoOneTwoSided: eenzijdig, exoActivePassive: actief, exoName: Ironhand, exoManufacturer: Bioservo Technologies})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 111, aimIsSelectable: x, aimNameEn: moderate pinch (thumb to > 2 fingers), aimName: matige knijpgreep (duim naar > 2 vingers)})"
"(:Exo {exoId: 16, exoDescription: De Ironhand is een actief exosuit die de hand en onderarm ontlast door het gripversterkende effect van de handschoen., exoMaterial: zachte materialen, exoOneTwoSided: eenzijdig, exoActivePassive: actief, exoName: Ironhand, exoManufacturer: Bioservo Technologies})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 112, aimIsSelectable: x, aimNameEn: strong pinch (thumb to 1 or 2 fingers), aimName: sterke knijpgreep (duim naar 1 of 2 vingers)})"
"(:Exo {exoId: 16, exoDescription: De Ironhand is een actief exosuit die de hand en onderarm ontlast door het gripversterkende effect van de handschoen., exoMaterial: zachte materialen, exoOneTwoSided: eenzijdig, exoActivePassive: actief, exoName: Ironhand, exoManufacturer: Bioservo Technologies})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 17, exoDescription: De SuitX ShoulderX is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SuitX ShoulderX, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau statisch, structureKinematicNameId: 401, structureKinematicNameNameEn: elbow at or above shoulder level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 17, exoDescription: De SuitX ShoulderX is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SuitX ShoulderX, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau repetitief, structureKinematicNameId: 402, structureKinematicNameNameEn: elbow at or above shoulder level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 17, exoDescription: De SuitX ShoulderX is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SuitX ShoulderX, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 17, exoDescription: De SuitX ShoulderX is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SuitX ShoulderX, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau repetitief, structureKinematicNameId: 404, structureKinematicNameNameEn: hands above head level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 18, exoDescription: De Archelis for Medical is een passief exoskelet dat de benen en onderrug ontlast bij langdurig staand werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Archelis for Medical, exoManufacturer: Archelis Inc})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: staan, structureKinematicNameId: 201, structureKinematicNameNameEn: standing, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 18, exoDescription: De Archelis for Medical is een passief exoskelet dat de benen en onderrug ontlast bij langdurig staand werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Archelis for Medical, exoManufacturer: Archelis Inc})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 19, exoDescription: De AGADEXO Shoulder is een semi-actief exoskelet dat de schouder ontlast bij het manueel hanteren van materialen in de productie, logistiek en detailhandel., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: AGADEXO Shoulder, exoManufacturer: AGADE})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 19, exoDescription: De AGADEXO Shoulder is een semi-actief exoskelet dat de schouder ontlast bij het manueel hanteren van materialen in de productie, logistiek en detailhandel., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: AGADEXO Shoulder, exoManufacturer: AGADE})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 19, exoDescription: De AGADEXO Shoulder is een semi-actief exoskelet dat de schouder ontlast bij het manueel hanteren van materialen in de productie, logistiek en detailhandel., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: AGADEXO Shoulder, exoManufacturer: AGADE})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 19, exoDescription: De AGADEXO Shoulder is een semi-actief exoskelet dat de schouder ontlast bij het manueel hanteren van materialen in de productie, logistiek en detailhandel., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: AGADEXO Shoulder, exoManufacturer: AGADE})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 19, exoDescription: De AGADEXO Shoulder is een semi-actief exoskelet dat de schouder ontlast bij het manueel hanteren van materialen in de productie, logistiek en detailhandel., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: AGADEXO Shoulder, exoManufacturer: AGADE})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
